#ID,モデルID,効果エフェクトスケール,2Dバトル表示,,名前,属性,HP,ATK,INT,MND,DEF,MDEF,ダメージ減算,属性毎のダメージ減算,,,,,トランスゲージ,,,,サイズ,ボイス情報ID,死亡演出スキップフラグ,
#,,,イメージID,Live2D名,,,,,,,,,,火,氷,風,光,闇,トランス移行値,オーバーヒート移行値,オーバーヒートターン,オーバーヒートターン延長耐性,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
10001504,,,10000081,,洛蒂涅,ICE,12100,1400,1400,1610,0,0,0,,,,,,,,,,S,,,
10001505,,,10000187,,凯,WIND,7300,1260,1260,0,0,0,0,,,,,,,,,,S,,,
10001506,,,10001001,,加多,WIND,12100,1050,1050,0,0,0,0,,,,,,,,,,S,,,
10001507,,,10000197,,波尔斯,WIND,7300,1260,1260,0,0,0,0,,,,,,,,,,S,,,
10001508,,,10000096,,格妮妲,WIND,9700,1260,1260,1260,0,0,0,,,,,,,,,,S,,,
10001509,,,10000169,,加隆,WIND,19400,1400,1400,1400,0,0,0,,,,,,,,,,M,,,
10001510,,,10001006,,贝莉珊,ICE,7300,1260,1260,0,0,0,0,,,,,,,,,,M,,,
10001511,,,10000188,,凯,WIND,7300,1260,1260,0,0,0,0,,,,,,,,,,M,,,
10001512,,,10000097,,格妮妲,WIND,9700,1260,1260,1260,0,0,0,,,,,,,,,,M,,,
10001513,,,10000170,,加隆,WIND,67900,1800,1800,900,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
10001601,,,10000179,,柏德玛戈斯,FIRE,8700,1420,1420,0,0,0,0,,,,,,,,,,S,,,
10001602,,,10000022,,佩里诺尔,FIRE,14400,1190,1190,0,0,0,0,,,,,,,,,,S,,,
10001603,,,10000182,,兰玛洛克,FIRE,8700,1420,1420,0,0,0,0,,,,,,,,,,S,,,
10001604,,,10000093,,依缇尔,FIRE,23100,1420,1420,1420,0,0,0,,,,,,,,,,M,,,
10001605,,,10000105,,纳杰吉塔,ICE,8700,1420,1420,0,0,0,0,,,,,,,,,,S,,,
10001606,,,10000046,,吉夫雷斯,ICE,14400,1190,1190,0,0,0,0,,,,,,,,,,S,,,
10001607,,,10001005,,贝莉珊,ICE,8700,1420,1420,0,0,0,0,,,,,,,,,,S,,,
10001608,,,10000081,,洛蒂涅,ICE,14400,1580,1580,1920,0,0,0,,,,,,,,,,S,,,
10001609,,,10000125,,塔奎恩,ICE,23100,1420,1420,3070,0,0,0,,,,,,,,,,M,,,
10001610,,,10000180,,柏德玛戈斯,FIRE,8700,1420,1420,0,0,0,0,,,,,,,,,,M,,,
10001611,,,10000048,,吉夫雷斯,ICE,14400,1190,1190,0,0,0,0,,,,,,,,,,M,,,
10001612,,,10000082,,洛蒂涅,ICE,14400,1580,1580,1920,0,0,0,,,,,,,,,,M,,,
10001613,,,10000306,,塔奎恩,ICE,80800,1780,1780,0,0,0,0,,,,,,,,,,L,,,
10001614,,,10000306,,魔法阵,ICE,63500,1420,1420,42300,0,0,0,,,,,,,,,,P,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
10001701,,,10000179,,柏德玛戈斯,FIRE,9900,1570,1570,0,0,0,0,,,,,,,,,,S,,,
10001702,,,10000022,,佩里诺尔,FIRE,16500,1310,1310,0,0,0,0,,,,,,,,,,S,,,
10001703,,,10000182,,兰玛洛克,FIRE,9900,1570,1570,0,0,0,0,,,,,,,,,,S,,,
10001704,,,10000093,,依缇尔,FIRE,26400,1570,1570,1570,0,0,0,,,,,,,,,,M,,,
10001705,,,10000187,,凯,WIND,9900,1570,1570,0,0,0,0,,,,,,,,,,S,,,
10001706,,,10001001,,加多,WIND,16500,1310,1310,0,0,0,0,,,,,,,,,,S,,,
10001707,,,10000197,,波尔斯,WIND,9900,1570,1570,0,0,0,0,,,,,,,,,,S,,,
10001708,,,10000096,,格妮妲,WIND,13200,1570,1570,1570,0,0,0,,,,,,,,,,S,,,
10001709,,,10002011,,卡洛格雷南,FIRE,19800,1570,1570,1570,0,0,0,,,,,,,,,,M,,,
10001710,,,10000024,,佩里诺尔,FIRE,16500,1310,1310,0,0,0,0,,,,,,,,,,M,,,
10001711,,,10000094,,依缇尔,FIRE,26400,1570,1570,1570,0,0,0,,,,,,,,,,M,,,
10001712,,,10000198,,波尔斯,WIND,9900,1570,1570,0,0,0,0,,,,,,,,,,M,,,
10001713,,,10002012,,卡洛格雷南,FIRE,92400,1970,1970,0,0,0,0,,,,,,,,,,L,,,
10001714,,,10002012,,岩石,FIRE,72600,1570,1570,2355,0,0,0,,,,,,,,,,P,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
10001801,,,10000036,,奥尔特莉特,LIGHT,30400,1720,1720,30400,0,0,0,,,,,,,,,,M,,,
10001802,,,10000018,,毕斯克拉乌莉特,FIRE,30400,2150,2150,0,0,0,0,,,,,,,,,,M,,,
10001803,,,10000070,,罗艾娜,DARK,106500,1720,1720,2580,0,0,0,,,,,,,,,,L,,,
10001804,,,10000070,,罗兹,DARK,83700,1720,1720,2580,0,0,0,,,,,,,,,,P,,,
10001805,,,10000217,,安希里柯特,DARK,106500,2460,2460,0,0,0,0,,,,,,,,,,L,,,
10001806,,,10000217,,泡,DARK,53300,1720,1720,7100,0,0,0,,,,,,,,,,P,,,
10001807,,,10000217,,泡,DARK,53300,1720,1720,7100,0,0,0,,,,,,,,,,P,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000001,,,20000001,,切尔莉,LIGHT,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000002,,,20000002,,超级切尔莉,LIGHT,7500,760,760,0,0,0,0,,,,,,,,,,S,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000011,,,20000001,,切尔莉,LIGHT,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000012,,,20000002,,超级切尔莉,LIGHT,16880,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000013,,,20000003,,究极切尔莉,LIGHT,23630,1810,1810,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000021,,,20000002,,超级切尔莉,LIGHT,15000,4000,4000,0,0,0,0,,,,,,,,,,S,,,
20000022,,,20000003,,究极切尔莉,LIGHT,25000,4600,4600,0,0,0,0,,,,,,,,,,M,,,
20000023,,,20000004,,百万切尔莉,LIGHT,35000,5400,5400,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000014,,,10115037,,弱酸型乌莎哈,LIGHT,23630,1810,1810,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000033,,,20000004,,百万切尔莉,LIGHT,5,0,0,1000,1000000,1000000,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000043,,,10121054,,优酱,LIGHT,7500,760,760,0,0,0,0,,,,,,,,,,L,,,
20000053,,,10121054,,优酱,LIGHT,23630,1810,1810,0,0,0,0,,,,,,,,,,L,,,
20000063,,,10121054,,优酱,LIGHT,35000,5400,5400,0,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000071,,,10130029,,圣夜型圣诞老人,LIGHT,10000,1225,1225,0,0,0,0,,,,,,,,,,L,,,
20000072,,,10130030,,圣夜型圣诞老人,LIGHT,10000,1225,1225,0,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000081,,,20000003,,究极切尔莉,LIGHT,35000,8000,8000,0,0,0,0,,,,,,,,,,M,,,
20000082,,,20000004,,百万切尔莉,LIGHT,65000,12000,12000,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000101,,,20000009,,微光琪菈莉,LIGHT,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000102,,,20000010,,微暗琪菈莉,DARK,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000103,,,20000014,,光明琪菈莉,LIGHT,7500,760,760,0,0,0,0,,,,,,,,,,S,,,
20000104,,,20000015,,黑暗琪菈莉,DARK,7500,760,760,0,0,0,0,,,,,,,,,,S,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000111,,,20000009,,微光琪菈莉,LIGHT,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000112,,,20000010,,微暗琪菈莉,DARK,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000113,,,20000014,,光明琪菈莉,LIGHT,16880,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000114,,,20000015,,黑暗琪菈莉,DARK,16880,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000115,,,20000019,,强光琪菈莉,LIGHT,30380,1360,1360,0,0,0,0,,,,,,,,,,M,,,
20000116,,,20000020,,漆黑琪菈莉,DARK,30380,1360,1360,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000121,,,20000009,,微光琪菈莉,LIGHT,15760,1930,1930,0,0,0,0,,,,,,,,,,S,,,
20000122,,,20000010,,微暗琪菈莉,DARK,15760,1930,1930,0,0,0,0,,,,,,,,,,S,,,
20000123,,,20000014,,光明琪菈莉,LIGHT,26270,2210,2210,0,0,0,0,,,,,,,,,,S,,,
20000124,,,20000015,,黑暗琪菈莉,DARK,26270,2210,2210,0,0,0,0,,,,,,,,,,S,,,
20000125,,,20000019,,强光琪菈莉,LIGHT,47280,1930,1930,0,0,0,0,,,,,,,,,,M,,,
20000126,,,20000020,,漆黑琪菈莉,DARK,47280,1930,1930,0,0,0,0,,,,,,,,,,M,,,
20000127,,,20000024,,极光琪菈莉,LIGHT,126060,2570,2570,0,0,0,0,,,,,,,,,,L,,,
20000128,,,20000025,,极黑琪菈莉,DARK,126060,2570,2570,0,0,0,0,,,,,,,,,,L,,,
20000129,,,20000026,,传说琪菈莉,LIGHT,147070,3090,3090,0,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000201,,,20000006,,微火琪拉莉,FIRE,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000202,,,20000011,,火焰琪拉莉,FIRE,7500,760,760,0,0,0,0,,,,,,,,,,S,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000211,,,20000006,,微火琪拉莉,FIRE,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000212,,,20000011,,火焰琪拉莉,FIRE,16880,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000213,,,20000016,,烈焰琪拉莉,FIRE,30380,1360,1360,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000221,,,20000006,,微火琪拉莉,FIRE,15760,1930,1930,0,0,0,0,,,,,,,,,,S,,,
20000222,,,20000011,,火焰琪拉莉,FIRE,26270,2210,2210,0,0,0,0,,,,,,,,,,S,,,
20000223,,,20000016,,烈焰琪拉莉,FIRE,47280,1930,1930,0,0,0,0,,,,,,,,,,M,,,
20000224,,,20000021,,炽焰琪拉莉,FIRE,126060,2570,2570,0,0,0,0,,,,,,,,,,L,,,
20000225,,,20000026,,传说琪拉莉,FIRE,147070,3090,3090,0,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000301,,,20000007,,微冰琪拉莉,ICE,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000302,,,20000012,,冰晶琪拉莉,ICE,7500,760,760,0,0,0,0,,,,,,,,,,S,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000311,,,20000007,,微冰琪拉莉,ICE,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000312,,,20000012,,冰晶琪拉莉,ICE,16880,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000313,,,20000017,,寒冰琪拉莉,ICE,30380,1360,1360,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000321,,,20000007,,微冰琪拉莉,ICE,15760,1930,1930,0,0,0,0,,,,,,,,,,S,,,
20000322,,,20000012,,冰晶琪拉莉,ICE,26270,2210,2210,0,0,0,0,,,,,,,,,,S,,,
20000323,,,20000017,,寒冰琪拉莉,ICE,47280,1930,1930,0,0,0,0,,,,,,,,,,M,,,
20000324,,,20000022,,极寒琪拉莉,ICE,126060,2570,2570,0,0,0,0,,,,,,,,,,L,,,
20000325,,,20000026,,传说琪拉莉,ICE,147070,3090,3090,0,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000401,,,20000008,,微风琪拉莉,WIND,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000402,,,20000013,,阵风琪拉莉,WIND,4500,760,760,0,0,0,0,,,,,,,,,,S,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000411,,,20000008,,微风琪拉莉,WIND,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000412,,,20000013,,阵风琪拉莉,WIND,10130,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000413,,,20000018,,强风琪拉莉,WIND,10130,1360,1360,0,0,0,0,,,,,,,,,,M,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000421,,,20000008,,微风琪拉莉,WIND,15760,1930,1930,0,0,0,0,,,,,,,,,,S,,,
20000422,,,20000013,,阵风琪拉莉,WIND,26270,2210,2210,0,0,0,0,,,,,,,,,,S,,,
20000423,,,20000018,,强风琪拉莉,WIND,47280,1930,1930,0,0,0,0,,,,,,,,,,M,,,
20000424,,,20000023,,暴风琪拉莉,WIND,126060,2570,2570,0,0,0,0,,,,,,,,,,L,,,
20000425,,,20000026,,传说琪拉莉,WIND,147070,3090,3090,0,0,0,0,,,,,,,,,,L,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000501,,,20000027,,珠艾莉,DARK,4500,670,670,0,0,0,0,,,,,,,,,,S,,,
20000502,,,20000028,,超级珠艾莉,DARK,7500,760,760,0,0,0,0,,,,,,,,,,S,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,
20000511,,,20000027,,珠艾莉,DARK,10130,1360,1360,0,0,0,0,,,,,,,,,,S,,,
20000512,,,20000028,,超级珠艾莉,DARK,16880,1560,1560,0,0,0,0,,,,,,,,,,S,,,
20000513,,,20000029,,究极珠艾莉,DARK,23630,1810,1810,0,0,0,0,,,,,,,,,,M,,,
