#,,,,,,,,,ターン数,敵の残HP,アーサーの死亡,カードID,カードレベル,ターゲット,ターン1,ターン2,ターン3,ターン4,ターン5,ターン6,ターン7,ターン8,ターン9,ターン10,
50404030,0,0,50404030,4000,4000,5,,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#4章チャプター7,
50407010,0,0,50407010,3000,3000,3,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50407020,0,0,50407020,3000,3000,5,,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#4章チャプター8,
50408010,0,0,50408010,3000,3000,3,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50408020,0,0,50408020,3000,3000,5,,2,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50408030,0,0,50408030,3000,3000,5,,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第1部第6章,
#6章チャプター1,
50601010,0,0,50601010,3000,3000,3,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50601020,0,0,50601020,3000,3000,5,,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#6章チャプター6,
50606010,0,0,50606010,3000,3000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50606020,0,0,50606020,3000,3000,5,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
#6章チャプター8,
50608010,0,0,50608010,3000,3000,3,,1,20,0,0,40000001,60,ENEMY_RANDOM,1,0,0,0,0,0,0,0,0,0,
50608020,0,0,50608020,3000,3000,5,,2,20,0,0,40000001,60,ENEMY_RANDOM,1,0,0,0,0,0,0,0,0,0,
#第1部第7章,
#7章チャプター3,
50703010,0,0,50703010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第1部第8章,
#8章チャプター5,
50805010,0,0,50805010,8000,8000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50805020,0,0,50805020,8000,8000,5,,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#8章チャプター6,
50806010,0,0,50806010,8000,8000,3,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50806020,0,0,50806020,8000,8000,3,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50806030,0,0,50806030,8000,8000,5,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50806040,0,0,50806040,8000,8000,5,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50806050,0,0,50806050,8000,8000,5,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第1部第9章,
#9章チャプター2,
50902010,0,0,50902010,4000,4000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50902020,0,0,50902020,4000,4000,5,,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#8章チャプター4,
50904010,0,0,50904010,8000,8000,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50904020,0,0,50904020,8000,8000,3,,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50904030,0,0,50904030,8000,8000,5,,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50904040,0,0,50904040,8000,8000,5,,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50904050,0,0,50904050,8000,8000,5,,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第1部第10章,
#10章チャプター1,
51001010,0,0,51001010,1000,1000,3,,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#10章チャプター4,
51004010,0,0,51004010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51004020,0,0,51004020,1000,1000,3,,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#10章チャプター5,
51005010,0,0,51005010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#10章チャプター6,
51006010,0,1,51006010,1000,1000,3,,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51006020,0,1,51006020,1000,1000,3,,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51006030,0,1,51006030,1000,1000,3,,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51006040,0,1,51006040,1000,1000,3,,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第1章,
#2-1章チャプター6,
51106010,0,0,51106010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#2-1章チャプター7,
51107010,0,0,51107010,1000,1000,3,,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第2章,
#2-2章チャプター6,
51206010,0,0,51206010,1000,1000,3,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#2-2章チャプター7,
51207010,0,0,51207010,1000,1000,3,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
51207020,0,0,51207020,1000,1000,3,,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第3章,
#2-3章チャプター6,
51306010,0,0,51306010,1000,1000,3,,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第4章,
#2-4章チャプター2,
51402010,0,0,51402010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#2-4章チャプター7,
51407010,0,0,51407010,1000,1000,3,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51407020,0,0,51407020,1000,1000,3,,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第5章,
#2-5章チャプター6,
51506010,0,0,51506010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第6章,
#2-6章チャプター2,
51602010,0,0,51602010,1000,1000,3,,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#2-6章チャプター5,
51605010,0,0,51605010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#2-6章チャプター6,
51606010,0,0,51606010,1000,1000,3,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第2部第7章,
#2-7章チャプター4,
51704010,0,0,51704010,1000,1000,3,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#2-7章チャプター5,
51705010,0,0,51705010,1000,1000,3,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#サブストーリー,
#第一型ガウェイン,
60001110,0,0,60001110,8000,8000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60001410,0,0,60001410,1000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第一型ガラハッド,
60002110,0,0,60002110,1000,4000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60002410,0,0,60002410,8000,7000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第一型ランスロット,
60003110,0,0,60003110,4000,4000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60003210,0,0,60003210,3000,3000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60003310,0,0,60003310,1000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60003410,0,0,60003410,4000,4000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第二型ビスクラヴレット,
60004110,0,0,60004110,4000,4000,,,1,20,0,0,10000018,20,ENEMY_RANDOM,1,1,1,1,1,1,1,1,1,1,
60004510,0,0,60004510,3000,3000,,,1,20,0,0,10000021,1,ENEMY_RANDOM,1,1,1,1,1,1,1,1,1,1,
#制圧型ローエングリン,
60005110,0,0,60005110,3000,3000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#制圧型パーシヴァル,
60006110,0,0,60006110,1000,1000,,,1,20,0,0,10000056,1,ENEMY_RANDOM,1,0,0,0,0,0,0,0,0,0,
60006510,0,0,60006510,7000,7000,,,1,20,0,0,10000057,1,ENEMY_RANDOM,1,0,0,0,0,0,0,0,0,0,
#特殊型ロウエナ,
60008110,0,0,60008110,1000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60008510,0,0,60008510,8000,8000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#復元型ウーサー,
60009110,0,0,60009110,1000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60009410,0,0,60009410,1000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第一型モードレッド,
60011010,0,0,60011010,1000,1000,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
60011040,0,0,60011040,8000,8000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#虚無型エターナル・フレイム,
60011110,0,0,60011110,1000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60011310,0,0,60011310,3000,3000,,,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60011320,0,0,60011320,3000,3000,,,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#制圧型ゴットフリート,
60012110,0,0,60012110,10000,10000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60012510,0,0,60012510,10000,10000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#第二型クラッキー,
60015110,0,0,60015110,10000,8000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60015510,0,0,60015510,10000,1000,,,1,20,0,0,40000002,40,USER_RANDOM,1,0,0,0,0,0,0,0,0,0,
#第二型トール,
60016110,0,0,60016110,10000,1000,,,1,20,0,0,40000003,40,USER_RANDOM,1,0,0,0,0,0,0,0,0,0,
60016510,0,0,60016510,10000,8000,,,1,20,0,0,40000004,40,USER_RANDOM,1,0,0,0,0,0,0,0,0,0,
#第二型エレック,
60017110,0,0,60017110,10000,8000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60017510,0,0,60017510,10000,8000,,,1,20,0,0,40000005,40,USER_RANDOM,1,0,0,0,0,0,0,0,0,0,
#特異型リトルグレイ,
60018110,0,0,60018110,10000,1000,,,1,20,0,0,40000006,40,USER_RANDOM,1,0,0,0,0,0,0,0,0,0,
60018510,0,0,60018510,10000,1000,,,1,20,0,0,40000007,40,USER_RANDOM,1,0,0,0,0,0,0,0,0,0,
#純白型ファルサリア,
60019110,0,0,60019110,10000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60019510,0,0,60019510,10000,1000,,,1,20,0,0,40000008,40,ENEMY_RANDOM,1,0,0,0,0,0,0,0,0,0,
#紳士型傭兵アーサー,
60020410,0,0,60020410,10000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60020510,0,0,60020510,10000,1000,,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#test,
90000000,0,0,90000031,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE1,
#STAGE1-1,
90001101,0,0,10000101,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90001103,0,0,10000107,1000,1000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE1-2,
90001201,0,0,10000102,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90001203,0,0,10000108,1000,1000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE1-3,
90001301,0,0,10000101,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90001303,0,0,10000104,1000,1000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90001305,0,0,10000112,1000,1000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE2,
#STAGE2-1,
90002101,0,0,10000201,3000,3000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90002103,0,0,10000207,3000,3000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE2-2,
90002201,0,0,10000202,3000,3000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90002203,0,0,10000208,3000,3000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE2-3,
90002301,0,0,10000201,3000,3000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90002303,0,0,10000204,3000,3000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90002305,0,0,10000212,3000,3000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE3,
#STAGE3-1,
90003101,0,0,10000301,2000,2000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90003103,0,0,10000305,2000,2000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE3-2,
90003201,0,0,10000302,2000,2000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90003203,0,0,10000308,2000,2000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE3-3,
90003301,0,0,10000301,2000,2000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90003303,0,0,10000304,2000,2000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90003305,0,0,10000312,2000,2000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE4,
#STAGE4-1,
90004101,0,0,10000401,6000,6000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90004103,0,0,10000405,6000,6000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE4-2,
90004201,0,0,10000402,6000,6000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90004203,0,0,10000408,6000,6000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE4-3,
90004301,0,0,10000401,6000,6000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90004303,0,0,10000407,6000,6000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90004305,0,0,10000412,6000,6000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE5,
#STAGE5-1,
90005101,0,0,10000501,5000,5000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90005103,0,0,10000507,5000,5000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE5-2,
90005201,0,0,10000502,5000,5000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90005203,0,0,10000505,5000,5000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE5-3,
90005301,0,0,10000501,5000,5000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90005303,0,0,10000507,5000,5000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90005305,0,0,10000513,5000,5000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE6,
#STAGE6-1,
90006101,0,0,10000601,4000,4000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90006103,0,0,10000604,4000,4000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE6-2,
90006201,0,0,10000602,4000,4000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90006203,0,0,10000608,4000,4000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE6-3,
90006301,0,0,10000601,4000,4000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90006303,0,0,10000608,4000,4000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90006305,0,0,10000613,4000,4000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE7,
#STAGE7-1,
90007101,0,0,10000701,8000,8000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90007103,0,0,10000708,8000,8000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE7-2,
90007201,0,0,10000702,8000,8000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90007203,0,0,10000709,8000,8000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE7-3,
90007301,0,0,10000701,8000,8000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90007303,0,0,10000707,8000,8000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90007305,0,0,10000712,8000,8000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE8,
#STAGE8-1,
90008101,0,0,10000801,7000,7000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90008103,0,0,10000805,7000,7000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE8-2,
90008201,0,0,10000802,7000,7000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90008203,0,0,10000806,7000,7000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE8-3,
90008301,0,0,10000801,7000,7000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90008303,0,0,10000805,7000,7000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90008305,0,0,10000810,7000,7000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE9,
#STAGE9-1,
90009101,0,0,10000901,4000,4000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90009103,0,0,10000907,4000,4000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE9-2,
90009201,0,0,10000902,4000,4000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90009203,0,0,10000909,4000,4000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE9-3,
90009301,0,0,10000901,4000,4000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90009303,0,0,10000902,4000,4000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90009305,0,0,10000903,4000,4000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE10,
#STAGE10-1,
90010101,0,0,10001001,9000,9000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90010103,0,0,10001007,9000,9000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE10-2,
90010201,0,0,10001002,9000,9000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90010203,0,0,10001011,9000,9000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE10-3,
90010301,0,0,10001001,9000,9000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90010302,0,0,10001009,9000,9000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90010305,0,0,10001015,9000,9000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE11,
#STAGE11-1,
90011101,0,0,10001101,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90011103,0,0,10001105,1000,1000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE11-2,
90011201,0,0,10001102,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90011203,0,0,10001106,1000,1000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE11-3,
90011301,0,0,10001101,1000,1000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90011303,0,0,10001109,1000,1000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90011305,0,0,10001115,1000,1000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE12,
#STAGE12-1,
90012101,0,0,10001201,3000,3000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90012103,0,0,10001205,3000,3000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE12-2,
90012201,0,0,10001202,3000,3000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90012203,0,0,10001206,3000,3000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE12-3,
90012301,0,0,10001201,3000,3000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90012303,0,0,10001209,3000,3000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90012305,0,0,10001214,3000,3000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE13,
#STAGE13-1,
90013101,0,0,10001301,2000,2000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90013103,0,0,10001305,2000,2000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE13-2,
90013201,0,0,10001302,2000,2000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90013203,0,0,10001306,2000,2000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE13-3,
90013301,0,0,10001301,2000,2000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90013303,0,0,10001309,2000,2000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90013305,0,0,10001316,2000,2000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE14,
#STAGE14-1,
90014101,0,0,10001401,8000,8000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90014103,0,0,10001405,8000,8000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE14-2,
90014201,0,0,10001402,8000,8000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90014203,0,0,10001406,8000,8000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE14-3,
90014301,0,0,10001401,8000,8000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90014303,0,0,10001407,8000,8000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90014305,0,0,10001412,8000,8000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE15,
#STAGE15-1,
90015101,0,0,10001501,7000,7000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90015103,0,0,10001505,7000,7000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE15-2,
90015201,0,0,10001502,7000,7000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90015203,0,0,10001506,7000,7000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE15-3,
90015301,0,0,10001501,7000,7000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90015303,0,0,10001513,7000,7000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90015305,0,0,10001518,7000,7000,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE16,
#STAGE16-1,
90016101,0,0,10001601,6000,6000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90016103,0,0,10001610,6000,6000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE16-2,
90016201,0,0,10001602,6000,6000,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90016203,0,0,10001611,6000,6000,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#STAGE16-3,
